episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,560,140,88.57,5588.600000000002
210,41,102,88.33,4412.599999999999
215,29,96,89.34,4459.600000000002
220,19,102,88.47,4465.5999999999985
225,25,96,89.38,4542.600000000001
230,20,106,88.42999999999999,3898.599999999999
235,13,93,88.61,3975.5999999999995
240,18,86,92.12,6781.600000000004
245,19,82,88.34,4432.600000000001
250,10,83,89.42,4993.599999999999
255,10,72,87.82000000000001,3697.5999999999995
260,19,78,87.72,3780.5999999999995
265,11,68,88.28,4306.599999999999
270,8,73,87.53,3791.5999999999995
275,5,64,90.31,5231.600000000002
280,12,46,87.68,3515.5999999999995
285,11,56,87.6,3423.5999999999995
290,14,58,88.66999999999999,4114.6
295,17,59,88.61999999999999,4028.6
300,10,57,88.30000000000001,4182.5999999999985
305,8,61,89.16000000000001,4843.600000000001
310,7,48,87.41,3246.599999999999
315,9,45,87.92,3576.599999999998
320,9,37,87.73,3434.599999999999
325,8,29,88.64,4111.5999999999985
330,8,35,88.57,3905.5999999999995
335,8,26,88.51,3730.5999999999995
340,8,20,88.61,3713.599999999999
345,9,35,89.14,4151.5999999999985
350,10,42,88.23,3460.5999999999995
355,8,32,89.26,4386.600000000001
360,8,33,88.89,4125.5999999999985
365,8,28,88.93,4157.6
370,10,33,88.33999999999999,3376.599999999999
375,8,33,87.16,3008.599999999999
380,8,24,87.88,3457.5999999999995
385,3,15,86.87,2850.599999999998
390,9,9,87.28,3132.5999999999995
395,11,13,87.97,3533.6000000000004
400,10,12,88.21000000000001,3584.599999999999
405,3,19,88.52,3916.599999999999
410,4,19,86.64,2520.6
415,6,8,87.46000000000001,3184.599999999999
420,2,15,88.89999999999999,4010.600000000001
425,6,25,88.08999999999999,3399.5999999999995
430,10,21,88.22,3687.599999999999
435,10,12,88.17999999999999,3536.5999999999995
440,9,6,88.3,3600.5999999999995
445,6,10,88.22,3450.5999999999985
450,5,14,88.47,3676.5999999999995
455,3,3,87.51,3024.6
460,7,17,88.2,3549.599999999999
465,2,6,89.18,4191.599999999999
470,4,10,89.3,4193.6
475,5,7,88.58,3748.6
480,6,14,88.88,3917.6
485,9,6,89.45,4465.600000000001
490,10,9,89.42,4397.600000000001
495,12,5,89.99,4845.600000000002
500,5,10,88.62,3862.5999999999995
505,14,16,90.23,4935.600000000003
510,10,15,89.8,4665.600000000002
515,13,26,88.5,3791.6000000000004
520,9,13,89.12,4152.6
525,6,4,89.56,4444.6
