episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,621,414,94.42,17112.9
210,0,300,92.14999999999999,14516.899999999996
215,0,315,94.38,17482.9
220,0,310,94.25,16111.899999999998
225,0,318,94.43,16792.900000000005
230,0,287,93.56,16620.9
235,0,313,93.79,17027.900000000005
240,0,306,92.33,15248.899999999998
245,0,321,92.74,14466.900000000001
250,0,309,92.51,15410.9
255,0,310,94.6,16739.9
260,0,319,92.48,14977.900000000001
265,0,311,93.66,16644.9
270,0,313,94.34,17006.9
275,0,322,94.04,16302.9
280,0,311,94.38999999999999,17389.899999999998
285,0,315,92.77,16257.900000000001
290,0,302,94.01,16815.9
295,0,326,92.36,14575.9
300,0,322,92.33,14305.899999999996
305,0,296,94.61,17391.9
310,0,319,93.73,16173.9
315,0,310,93.39999999999999,15899.9
320,0,300,91.86,13293.899999999996
