episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,400,100,85.83,3045.4000000000005
210,27,75,87.87,4633.399999999999
215,28,68,87.36,4218.400000000001
220,24,72,86.79,3869.4000000000005
225,18,81,86.39,3427.4000000000005
230,16,83,86.63000000000001,3263.4000000000005
235,13,75,87.55,3990.4000000000005
240,16,84,87.98,3801.4000000000005
245,13,72,87.75,3706.3999999999996
250,10,76,88.85,4111.4
255,10,80,87.69,4181.399999999999
260,13,76,86.62,3662.4000000000005
265,10,73,86.8,3639.4000000000005
270,8,77,87.53,3858.4000000000005
275,10,72,88.08,3623.4000000000005
280,13,80,88.16,4136.4
285,11,71,87.44,3655.4000000000005
290,11,73,87.82000000000001,3883.3999999999996
295,4,78,87.73,3701.4000000000005
300,5,69,88.78,4271.399999999999
305,7,70,89.56,4545.4
310,8,74,88.13,4417.4
315,7,78,86.25,3223.4
320,8,81,90.15,4802.400000000001
