episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,420,280,93.13000000000001,11467.600000000006
210,46,202,94.25999999999999,12003.600000000004
215,38,207,93.39999999999999,11380.600000000006
220,39,209,92.07,10446.600000000008
225,32,207,93.42999999999999,11429.60000000001
230,25,198,92.61000000000001,11053.600000000008
235,26,204,94.0,11370.600000000008
240,27,191,94.42999999999999,11342.600000000004
245,22,175,91.39,10713.600000000006
250,20,174,91.67,8856.600000000006
255,15,165,92.25,10744.600000000008
260,18,187,93.28999999999999,10396.600000000006
265,20,168,92.69,10935.60000000001
270,30,142,94.06,11910.600000000004
275,23,143,91.25999999999999,9931.600000000004
280,13,144,95.33,13633.600000000004
285,17,149,92.63999999999999,11220.60000000001
290,13,126,93.83,11475.600000000006
295,20,115,91.82,9815.600000000006
300,18,109,93.95,11370.600000000008
305,18,111,94.08,11863.60000000001
310,14,113,91.6,9900.600000000004
315,13,96,94.83000000000001,12300.600000000002
320,11,102,93.13,11720.600000000006
325,11,92,93.37,11417.60000000001
330,11,83,93.71,11857.600000000008
335,10,94,91.87,10652.600000000008
340,7,82,92.13,10685.600000000006
345,7,74,93.18,11281.600000000008
350,8,73,93.6,12091.600000000004
355,8,83,93.56,11594.600000000006
360,7,65,93.36,11245.600000000008
365,6,61,94.33,12056.600000000008
370,10,56,93.89999999999999,11709.60000000001
375,12,54,94.29,11770.60000000001
380,5,62,93.52,11376.60000000001
385,3,69,92.97,11186.60000000001
390,7,60,93.43,11633.600000000006
395,6,44,93.33,11020.60000000001
400,5,49,93.42999999999999,11539.60000000001
405,1,28,93.0,11027.600000000004
410,5,21,92.03,10246.600000000008
415,6,36,93.21,10890.60000000001
420,5,50,93.76,11570.600000000008
425,1,33,93.16,11509.60000000001
430,3,38,93.16000000000001,11369.60000000001
435,2,19,92.79,10910.600000000006
440,1,10,93.21,11166.60000000001
445,2,20,91.5,10096.600000000006
450,2,30,92.2,10468.600000000006
455,1,24,93.14,11070.60000000001
460,4,32,92.62,10698.600000000008
465,2,21,92.69,10643.600000000006
470,3,15,92.78,10676.600000000004
475,3,11,94.82,12176.600000000006
480,1,6,93.4,11315.60000000001
485,4,24,94.14999999999999,11859.600000000008
490,4,24,93.62,11618.600000000008
495,5,31,93.06,11161.600000000006
500,2,14,92.52,10784.600000000006
505,2,8,93.37,11391.60000000001
510,2,8,92.61999999999999,10871.600000000004
515,3,18,93.83999999999999,11592.60000000001
520,3,18,92.57000000000001,10822.600000000006
525,2,9,93.63000000000001,11570.60000000001
530,2,9,92.57000000000001,10822.600000000006
535,3,11,94.29,12023.600000000006
540,4,36,91.72,10060.600000000004
545,2,19,93.56,11485.60000000001
550,6,17,94.39,11938.600000000008
555,2,7,93.05,10981.60000000001
560,3,10,92.97,10852.600000000004
565,1,3,92.63,10646.600000000004
570,4,4,93.15,11064.60000000001
575,4,16,92.3,10568.600000000006
580,0,4,92.73,10940.600000000006
585,3,7,92.99000000000001,11071.60000000001
590,3,2,92.61999999999999,10768.600000000004
595,1,0,92.58,10706.600000000004
600,5,4,92.19,10578.600000000006
605,4,2,92.99,11068.600000000004
610,1,7,93.18,11235.60000000001
615,2,8,92.14,10445.600000000006
620,2,2,92.39,10648.600000000004
625,2,0,92.33,10648.600000000004
630,3,1,92.53,10783.600000000004
635,3,1,92.2,10461.600000000006
640,4,7,92.4,10476.600000000006
645,3,6,92.82000000000001,10921.600000000006
650,6,20,92.54,10803.600000000004
655,3,16,92.75,10947.600000000008
660,4,5,92.63,10756.600000000004
665,4,11,93.36,11332.600000000008
670,4,7,92.63,10697.600000000006
675,2,6,93.28,11262.600000000004
680,2,7,92.58999999999999,10633.600000000006
685,5,7,93.64,11588.60000000001
690,3,6,92.67999999999999,10772.600000000006
695,4,10,93.64,11496.60000000001
700,4,12,92.92999999999999,11001.600000000004
705,4,8,93.5,11491.600000000008
710,5,9,91.95,10141.600000000004
715,1,6,93.2,11277.600000000004
720,1,5,92.33,10548.600000000006
725,1,5,93.2,11277.600000000004
730,2,7,91.83,10119.600000000006
735,3,7,92.92999999999999,11041.600000000004
740,3,5,92.23,10521.600000000006
745,2,5,92.92999999999999,11084.600000000004
750,2,5,92.23,10521.600000000006
755,2,5,92.92999999999999,11084.600000000004
760,2,5,92.23,10521.600000000006
765,2,5,92.92999999999999,11084.600000000004
770,2,5,92.23,10521.600000000006
775,2,5,92.92999999999999,11084.600000000004
780,3,5,92.39999999999999,10637.600000000006
785,3,1,92.46000000000001,10680.600000000006
790,3,0,92.43,10670.600000000006
795,3,6,92.64,10749.600000000004
800,3,4,92.38000000000001,10594.600000000006
805,1,0,91.75999999999999,10146.600000000006
810,3,6,93.14,11100.600000000004
815,3,6,91.7,10245.600000000006
