episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,400,100,86.98,4108.399999999999
210,29,71,87.37,3776.4000000000005
215,27,74,87.61,3815.4000000000005
220,26,75,86.05,3458.400000000001
225,15,65,85.99000000000001,2941.4000000000015
230,23,69,87.97,4221.4
235,14,67,86.95,3706.3999999999996
240,19,58,86.49,3440.4000000000005
245,14,64,85.82,2864.4000000000005
250,16,60,87.8,4144.399999999999
255,18,56,87.37,4054.4000000000005
260,18,57,88.05,4383.399999999999
265,10,55,86.89,3592.4000000000005
270,6,44,87.63000000000001,3801.3999999999996
275,12,48,87.84,4030.3999999999996
280,9,30,88.61999999999999,4399.400000000001
285,9,44,87.89,3786.4000000000005
290,3,39,88.58,4504.4
295,7,39,87.61,3760.3999999999996
300,9,32,87.68,3989.4
305,5,36,88.55000000000001,4400.400000000001
310,17,21,88.15,4217.4
315,20,26,88.28999999999999,4349.4
320,15,34,89.17,4464.400000000001
325,9,31,88.72999999999999,4566.399999999999
330,9,28,88.53,4674.4
335,10,26,87.94,4233.4
340,15,17,86.96,3863.3999999999996
345,10,24,87.24,3752.4
350,10,20,88.74000000000001,4398.399999999999
355,7,20,87.82000000000001,3961.3999999999996
360,8,18,88.49,4199.400000000001
365,8,19,85.84,3112.400000000001
370,7,21,87.64999999999999,3731.400000000001
375,5,24,87.84,4086.3999999999996
380,6,27,88.2,4416.4
385,5,16,88.41,4413.4
390,10,11,87.41,3953.4000000000005
395,6,8,87.91,4098.4
400,4,6,88.94,4703.4
405,6,15,88.48,4380.399999999999
410,7,14,87.78999999999999,4001.3999999999996
415,2,7,87.16,3595.4000000000005
420,4,3,87.49000000000001,3801.4
425,2,1,87.35,3754.4000000000005
430,6,15,87.79,4186.4
435,6,13,87.81,4063.3999999999996
440,3,3,87.86,4015.4000000000005
445,3,8,87.50999999999999,3874.4000000000005
450,2,9,88.41000000000001,4367.4
455,6,6,88.72,4383.399999999999
460,3,1,88.45,4324.4
465,7,11,87.80000000000001,4037.4
470,3,12,88.35,4484.400000000001
475,4,4,88.17999999999999,4087.399999999999
480,5,11,88.02000000000001,3997.3999999999996
485,2,10,87.72999999999999,3878.3999999999996
490,5,2,88.4,4252.399999999999
495,3,4,87.76,4000.4
500,8,4,87.45,3780.400000000001
505,2,0,87.97999999999999,4070.3999999999996
510,8,9,88.52000000000001,4613.4
515,5,10,87.36,3718.4000000000005
520,4,16,88.15,4228.4
525,1,2,86.73,3506.4000000000005
530,1,2,87.0,3648.4000000000005
535,2,2,86.97999999999999,3617.4000000000005
540,2,4,86.91,3693.4000000000005
545,4,5,87.91000000000001,4031.4
550,7,1,87.22,3760.400000000001
555,4,3,87.66,3897.4000000000005
560,5,3,86.97999999999999,3652.4000000000005
565,5,4,87.58,3921.400000000001
570,5,4,87.50999999999999,3905.400000000001
575,1,1,87.78999999999999,4052.4000000000005
580,3,1,87.38,3816.4000000000005
585,5,3,88.22,4238.399999999999
590,6,2,87.82,4005.3999999999996
595,6,2,88.64999999999999,4406.399999999999
600,7,2,88.60000000000001,4293.399999999999
605,6,0,88.27,4170.4
610,5,2,87.97,4056.3999999999996
615,7,4,87.64,3925.4000000000005
620,6,3,87.59,3903.4000000000005
625,5,2,89.18,4675.4
630,2,0,88.28999999999999,4224.399999999999
635,3,1,88.2,4171.399999999999
640,3,3,88.13,4218.399999999999
645,5,5,87.86,4083.4000000000005
650,2,2,88.11,4245.399999999999
655,2,1,86.46,3435.4000000000005
660,2,2,87.84,4074.3999999999996
665,1,1,87.86,4089.400000000001
670,3,4,87.38000000000001,3859.4000000000005
675,5,3,87.78,4002.4000000000005
680,4,2,87.17999999999999,3633.400000000001
685,2,1,88.35,4224.4
690,3,3,88.18,4201.399999999999
695,6,3,88.42,4262.399999999999
700,4,2,88.04,4064.4000000000005
705,4,2,88.25,4155.4
710,3,2,87.56,3901.400000000001
715,6,8,91.94,6155.4
720,5,6,88.37,4326.399999999999
725,4,3,88.72,4395.399999999999
730,5,2,88.34,4260.399999999999
735,4,2,88.63,4303.399999999999
740,2,3,87.96,4044.3999999999996
745,3,1,88.95,4491.400000000001
