origins,destinations,path,free_flow_time
0,0,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238724 24634510#0 24634510#1 24634510#6 204588664#0 -23436553#2 -23436553#1 -22690205#1 233675413#4 -25145011#2 -25145011#0 -653473569#2 -653473569#1 -25149001#5 -25149001#4,4.902822902964606
0,0,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238724 24634510#0 24634510#1 24634510#6 204588664#0 -23436553#2 -23436553#1 -22690205#1 233675413#4 -25145011#2 -25145012#5 22716069#2 -653473569#1 -25149001#5 -25149001#4,4.923977210619993
0,0,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238724 24634510#0 24634510#1 24634510#6 204588664#0 -23436553#2 -23436553#1 -22690205#1 233675413#4 -25145011#2 -25145011#0 -653473569#2 -653473569#1 -25149001#5 -25149001#4,5.394660530744299
0,0,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238724 24634510#0 24634510#1 24634510#6 204588664#0 -23436553#2 -23436553#1 -22690205#1 233675413#4 -25145011#2 -25145012#5 22716069#2 -653473569#1 -25149001#5 -25149001#4,5.415814838399687
0,2,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 -26677214#5 26677216#0 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0,3.4139336695309184
0,2,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 -201238718#1 -201238718#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0,2.922096041751225
0,2,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 -24634411 160314345#1 160314345#2 24634414#2 24634416 315358253#1 315358253#2 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0,3.3088058876766366
0,2,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 -24634411 -160314345#0 -315392062#4 -24693977#1 -24693977#0 -32999434#1 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0,3.2902758550732423
0,3,315358244 379897807 137685155#0 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235,1.1823881499551978
0,3,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 -26677417#1 -26677417#0 26677416#2 26677416#3 26677416#4 40888351#3 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235,2.2557912476953743
0,3,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 -26677539 26677416#4 40888351#3 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235,2.2777800432135815
0,3,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235,1.1234221262299016
0,12,315358244 379897807 137685155#0 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 447569997#0 447569997#1,0.6014363739964341
0,12,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 447569997#0 447569997#1,0.5424703502711379
0,12,315358244 379897807 137685155#0 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 -26677539 26677416#4 40888351#3 -129379918#1 447569997#0 447569997#1,1.7353931820616333
