travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
4.4,318,AV,1,11,20,573,4.108625,"0,0,0,0"
4.833333333333333,273,AV,0,16,9,481,4.108625,"0,0,0,0"
4.566666666666666,13,AV,0,6,5,31,4.108625,"0,0,0,0"
6.583333333333333,467,AV,1,7,66,873,4.108625,"0,0,0,0"
5.55,202,AV,1,4,20,354,4.108625,"0,0,0,0"
4.05,306,AV,0,11,20,546,4.108625,"0,0,0,0"
6.866666666666666,291,AV,0,16,10,517,4.108625,"0,0,0,0"
4.783333333333333,345,AV,2,7,10,667,4.108625,"0,0,0,0"
4.283333333333333,14,AV,2,1,1,33,4.108625,"0,0,0,0"
4.533333333333333,44,AV,0,4,3,93,4.108625,"0,0,0,0"
3.183333333333333,337,AV,2,54,1,622,4.108625,"0,0,0,0"
5.15,223,AV,1,11,3,384,4.108625,"0,0,0,0"
2.4166666666666665,72,AV,3,8,15,150,4.108625,"0,0,0,0"
6.233333333333333,455,AV,2,4,3,859,4.108625,"0,0,0,0"
5.233333333333333,242,AV,0,42,20,418,4.108625,"0,0,0,0"
7.183333333333334,97,AV,2,4,3,191,4.108625,"0,0,0,0"
4.8,27,AV,0,11,3,73,4.108625,"0,0,0,0"
1.3666666666666667,139,AV,0,29,3,264,4.108625,"0,0,0,0"
5.683333333333334,201,AV,2,11,3,353,4.108625,"0,0,0,0"
4.016666666666667,174,AV,3,8,32,323,4.108625,"0,0,0,0"
6.583333333333333,114,AV,3,4,3,226,4.108625,"0,0,0,0"
5.433333333333334,245,AV,0,4,20,423,4.108625,"0,0,0,0"
11.516666666666667,176,AV,0,0,16,324,4.108625,"0,0,0,0"
4.366666666666666,182,AV,1,16,10,331,4.108625,"0,0,0,0"
4.216666666666667,411,AV,2,7,9,780,4.108625,"0,0,0,0"
7.15,475,AV,2,1,10,887,4.108625,"0,0,0,0"
3.716666666666667,207,AV,3,4,38,362,4.108625,"0,0,0,0"
5.666666666666667,150,AV,2,11,3,283,4.108625,"0,0,0,0"
3.75,409,AV,2,11,60,779,4.108625,"0,0,0,0"
1.4833333333333334,451,AV,3,64,64,851,4.108625,"0,0,0,0"
5.3,231,AV,2,11,3,399,4.108625,"0,0,0,0"
6.15,136,AV,3,11,3,260,4.108625,"0,0,0,0"
5.633333333333334,457,AV,0,17,5,861,4.108625,"0,0,0,0"
5.6,45,AV,0,11,3,94,4.108625,"0,0,0,0"
5.066666666666666,261,AV,0,11,2,453,4.108625,"0,0,0,0"
3.1333333333333333,9,AV,2,5,2,25,4.108625,"0,0,0,0"
3.716666666666667,414,AV,1,7,4,782,4.108625,"0,0,0,0"
4.466666666666667,301,AV,2,4,20,533,4.108625,"0,0,0,0"
5.75,30,AV,3,4,3,77,4.108625,"0,0,0,0"
3.716666666666667,195,AV,0,1,1,346,4.108625,"0,0,0,0"
5.483333333333333,124,AV,2,7,10,236,4.108625,"0,0,0,0"
3.533333333333333,365,AV,0,7,4,688,4.108625,"0,0,0,0"
1.95,40,AV,3,0,3,88,4.108625,"0,0,0,0"
4.333333333333333,437,AV,1,1,1,815,4.108625,"0,0,0,0"
3.283333333333333,368,AV,2,47,2,693,4.108625,"0,0,0,0"
4.85,23,AV,3,7,9,61,4.108625,"0,0,0,0"
6.8,426,AV,1,8,16,798,4.108625,"0,0,0,0"
2.75,18,AV,3,9,8,56,4.108625,"0,0,0,0"
4.266666666666667,142,AV,1,4,3,267,4.108625,"0,0,0,0"
5.75,115,AV,1,7,10,226,4.108625,"0,0,0,0"
3.8666666666666667,479,AV,2,8,0,894,4.108625,"0,0,0,0"
5.583333333333333,11,AV,2,4,3,28,4.108625,"0,0,0,0"
3.9166666666666665,357,AV,2,0,3,680,4.108625,"0,0,0,0"
5.516666666666667,90,AV,1,11,3,181,4.108625,"0,0,0,0"
5.883333333333334,141,AV,3,11,3,267,4.108625,"0,0,0,0"
4.483333333333333,76,AV,1,4,3,155,4.108625,"0,0,0,0"
3.6,278,AV,1,46,3,487,4.108625,"0,0,0,0"
2.9833333333333334,388,AV,1,66,1,736,4.108625,"0,0,0,0"
5.883333333333334,69,AV,3,8,9,142,4.108625,"0,0,0,0"
5.183333333333334,330,AV,2,7,10,611,4.108625,"0,0,0,0"
3.65,130,AV,2,17,22,245,4.108625,"0,0,0,0"
4.5,276,AV,3,16,44,483,4.108625,"0,0,0,0"
5.733333333333333,410,AV,0,0,5,780,4.108625,"0,0,0,0"
6.366666666666666,156,AV,3,8,9,292,4.108625,"0,0,0,0"
5.7,450,AV,1,17,5,851,4.108625,"0,0,0,0"
2.9,221,AV,3,37,41,383,4.108625,"0,0,0,0"
3.9,101,AV,1,25,10,197,4.108625,"0,0,0,0"
4.066666666666666,361,AV,0,7,10,684,4.108625,"0,0,0,0"
3.25,362,AV,2,59,10,686,4.108625,"0,0,0,0"
8.25,444,AV,3,1,10,822,4.108625,"0,0,0,0"
6.6,428,AV,2,0,5,802,4.108625,"0,0,0,0"
2.6166666666666667,70,AV,3,13,14,149,4.108625,"0,0,0,0"
3.5,468,AV,2,21,39,874,4.108625,"0,0,0,0"
2.7333333333333334,492,AV,0,0,52,901,4.108625,"0,0,0,0"
5.633333333333334,100,AV,3,11,3,195,4.108625,"0,0,0,0"
9.7,191,AV,0,17,36,340,4.108625,"0,0,0,0"
3.1666666666666665,66,AV,2,19,12,140,4.108625,"0,0,0,0"
3.95,350,AV,0,4,40,676,4.108625,"0,0,0,0"
1.6833333333333333,17,AV,0,8,7,55,4.108625,"0,0,0,0"
5.616666666666666,194,AV,2,1,10,343,4.108625,"0,0,0,0"
7.15,351,AV,0,8,10,676,4.108625,"0,0,0,0"
6.216666666666667,413,AV,2,1,4,782,4.108625,"0,0,0,0"
5.8,235,AV,2,4,20,403,4.108625,"0,0,0,0"
4.566666666666666,249,AV,3,11,20,429,4.108625,"0,0,0,0"
6.016666666666667,440,AV,2,1,1,817,4.108625,"0,0,0,0"
4.6,125,AV,1,7,9,238,4.108625,"0,0,0,0"
3.3833333333333333,50,AV,3,16,5,106,4.108625,"0,0,0,0"
5.433333333333334,370,AV,3,7,10,694,4.108625,"0,0,0,0"
5.25,429,AV,1,0,5,803,4.108625,"0,0,0,0"
6.283333333333333,390,AV,0,4,5,741,4.108625,"0,0,0,0"
5.85,157,AV,3,4,29,292,4.108625,"0,0,0,0"
5.033333333333333,65,AV,3,7,9,139,4.108625,"0,0,0,0"
6.6,436,AV,2,1,10,814,4.108625,"0,0,0,0"
6.516666666666667,487,AV,2,0,5,898,4.108625,"0,0,0,0"
4.583333333333333,193,AV,3,11,4,342,4.108625,"0,0,0,0"
6.766666666666667,431,AV,0,0,5,804,4.108625,"0,0,0,0"
6.633333333333334,378,AV,3,7,10,711,4.108625,"0,0,0,0"
7.716666666666667,80,AV,2,11,3,164,4.108625,"0,0,0,0"
3.05,355,AV,0,7,55,680,4.108625,"0,0,0,0"
6.433333333333334,499,AV,3,0,2,907,4.108625,"0,0,0,0"
8.033333333333333,0,Human,0,0,0,5,-8.033333333333333,"-8.049537614313142,-8.07571131671672,-8.18923702938096,-8.254408872913476"
4.25,1,Human,1,1,1,5,-4.25,"-4.250251559771622,-4.233477098171392,-4.2411863511938215,-4.31794227967084"
0.6333333333333333,2,Human,0,2,2,11,-0.6333333333333333,"-0.6333333454168971,-1.310544909108352,-3.4010860355661343,-6.968603352067967"
3.1,3,Human,3,0,3,11,-3.1,"-3.143264878617532,-3.1980066741691897,-3.167161631226894,-3.13334195000016"
3.1333333333333333,4,Human,0,3,3,11,-3.1333333333333333,"-3.095313641235416,-3.135385823375291,-3.1215772036573752,-3.16017295732692"
5.366666666666666,5,Human,1,4,3,12,-5.366666666666666,"-5.464433215675511,-5.410493147331621,-5.461440042184152,-5.48342022490958"
2.55,6,Human,2,4,4,13,-2.55,"-2.549999996962055,-2.608908923052675,-2.543999997775241,-2.6460978615056114"
5.283333333333333,7,Human,1,4,3,15,-5.283333333333333,"-5.3048206488263165,-5.286667971494097,-5.317956853583523,-5.326263347629217"
5.366666666666666,8,Human,1,4,3,17,-5.366666666666666,"-5.663069328840291,-5.4074148086595395,-5.658790129669767,-5.59066454460608"
5.133333333333334,10,Human,1,4,3,26,-5.133333333333334,"-5.2477433150328965,-5.162571557338488,-5.24497877040248,-5.2438937690181975"
2.8833333333333333,12,Human,3,0,3,30,-2.8833333333333333,"-2.883332397824158,-2.9917063985250394,-3.002445894323359,-2.878648056157248"
4.983333333333333,15,Human,1,4,3,37,-4.983333333333333,"-5.139196661050365,-5.021804147694059,-5.02735637040248,-5.048707761881226"
0.85,16,Human,0,7,6,39,-0.85,"-0.8500091820011014,-1.050407967362611,-1.9828099562359145,-1.7689318636021725"
4.116666666666666,19,Human,0,8,9,57,-4.116666666666666,"-4.11993414158758,-4.209187727361427,-4.176942781835557,-4.158037162338768"
4.65,20,Human,1,4,3,57,-4.65,"-4.861917328840292,-4.634551186602996,-4.666200995420542,-4.655482035684864"
