travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
4.4,663,AV,2,7,9,1220,4.232341269841269,"0,0,0,0"
4.866666666666666,152,AV,3,16,12,286,4.232341269841269,"0,0,0,0"
6.3,273,AV,0,16,9,481,4.232341269841269,"0,0,0,0"
7.133333333333334,145,AV,0,11,3,269,4.232341269841269,"0,0,0,0"
5.983333333333333,73,AV,0,4,16,152,4.232341269841269,"0,0,0,0"
5.233333333333333,61,AV,0,1,1,134,4.232341269841269,"0,0,0,0"
2.433333333333333,173,AV,0,0,3,320,4.232341269841269,"0,0,0,0"
6.75,320,AV,0,36,16,579,4.232341269841269,"0,0,0,0"
9.016666666666667,616,AV,2,4,84,1124,4.232341269841269,"0,0,0,0"
2.2333333333333334,589,AV,0,17,16,1075,4.232341269841269,"0,0,0,0"
3.466666666666667,301,AV,0,4,20,533,4.232341269841269,"0,0,0,0"
5.65,457,AV,2,17,5,861,4.232341269841269,"0,0,0,0"
3.8333333333333335,129,AV,0,4,20,245,4.232341269841269,"0,0,0,0"
6.15,489,AV,2,1,1,899,4.232341269841269,"0,0,0,0"
5.25,319,AV,0,8,48,578,4.232341269841269,"0,0,0,0"
8.2,422,AV,2,0,5,794,4.232341269841269,"0,0,0,0"
3.933333333333333,285,AV,3,49,3,507,4.232341269841269,"0,0,0,0"
6.3,526,AV,0,1,1,964,4.232341269841269,"0,0,0,0"
5.366666666666666,567,AV,2,1,1,1046,4.232341269841269,"0,0,0,0"
6.05,519,AV,1,81,2,944,4.232341269841269,"0,0,0,0"
7.533333333333333,461,AV,1,1,10,862,4.232341269841269,"0,0,0,0"
4.383333333333334,84,AV,1,11,3,171,4.232341269841269,"0,0,0,0"
5.5,633,AV,0,16,9,1158,4.232341269841269,"0,0,0,0"
3.6666666666666665,40,AV,2,0,3,88,4.232341269841269,"0,0,0,0"
5.066666666666666,456,AV,2,1,1,860,4.232341269841269,"0,0,0,0"
3.0833333333333335,343,AV,1,57,15,653,4.232341269841269,"0,0,0,0"
4.383333333333334,643,AV,0,11,4,1173,4.232341269841269,"0,0,0,0"
5.716666666666667,264,AV,2,4,20,458,4.232341269841269,"0,0,0,0"
2.8,26,AV,3,13,11,72,4.232341269841269,"0,0,0,0"
5.75,98,AV,2,4,3,192,4.232341269841269,"0,0,0,0"
2.1,244,AV,3,4,10,423,4.232341269841269,"0,0,0,0"
5.45,617,AV,3,4,85,1126,4.232341269841269,"0,0,0,0"
5.5,630,AV,0,16,9,1157,4.232341269841269,"0,0,0,0"
4.016666666666667,21,AV,3,10,5,58,4.232341269841269,"0,0,0,0"
1.4333333333333333,290,AV,0,16,45,516,4.232341269841269,"0,0,0,0"
8.883333333333333,621,AV,3,17,86,1133,4.232341269841269,"0,0,0,0"
4.4,44,AV,3,4,3,93,4.232341269841269,"0,0,0,0"
8.2,191,AV,1,17,36,340,4.232341269841269,"0,0,0,0"
4.433333333333334,508,AV,1,0,3,922,4.232341269841269,"0,0,0,0"
3.183333333333333,561,AV,3,16,5,1024,4.232341269841269,"0,0,0,0"
4.7,478,AV,2,1,1,892,4.232341269841269,"0,0,0,0"
5.366666666666666,303,AV,3,4,5,536,4.232341269841269,"0,0,0,0"
3.5833333333333335,198,AV,0,13,37,348,4.232341269841269,"0,0,0,0"
1.0166666666666666,640,AV,0,97,3,1173,4.232341269841269,"0,0,0,0"
6.683333333333334,474,AV,2,17,5,887,4.232341269841269,"0,0,0,0"
5.2,695,AV,2,11,2,1263,4.232341269841269,"0,0,0,0"
5.316666666666666,537,AV,1,4,5,984,4.232341269841269,"0,0,0,0"
3.9,101,AV,1,25,10,197,4.232341269841269,"0,0,0,0"
4.783333333333333,514,AV,3,24,10,931,4.232341269841269,"0,0,0,0"
5.85,381,AV,2,62,2,721,4.232341269841269,"0,0,0,0"
