travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
8.05,0,Human,0,0,0,5,-8.05,"-7.913293162648026,-7.926771619327932,-8.186570362714294,-7.909677757808513"
4.266666666666667,1,Human,2,1,1,5,-4.266666666666667,"-4.177647783047861,-4.052066760817796,-4.073047324621396,-4.079293145319018"
0.65,2,Human,0,2,2,11,-0.65,"-0.6444524310886721,-1.310544909108352,-3.4010860355661343,-6.968603352067967"
3.533333333333333,3,Human,1,0,3,11,-3.533333333333333,"-3.015089140558962,-3.1168416760448205,-3.05628537236695,-3.0155459832494116"
3.0833333333333335,4,Human,0,3,3,11,-3.0833333333333335,"-3.025462157148567,-3.0477712696131984,-3.02567422589331,-3.069882863325317"
5.633333333333334,5,Human,2,4,3,12,-5.633333333333334,"-5.3317973297389,-5.204993913330408,-5.2821234157242545,-5.245691500171646"
2.55,6,Human,0,4,4,13,-2.55,"-2.4994127788383063,-2.608908923052675,-2.490305612797072,-2.6460978615056114"
5.283333333333333,7,Human,1,4,3,15,-5.283333333333333,"-5.173332263791121,-5.120681520257767,-5.086943229655318,-5.133907350838314"
5.4,8,Human,1,4,3,17,-5.4,"-5.675069328840292,-5.360336722106475,-5.359987662087208,-5.55866454460608"
2.4833333333333334,9,Human,0,5,2,25,-2.4833333333333334,"-2.439773784992209,-2.4289933777161936,-2.4767185222944472,-2.543484582751748"
5.1,10,Human,1,4,3,26,-5.1,"-5.274498662173626,-5.0784913398971945,-5.094654328753875,-5.106955015214558"
5.166666666666667,11,Human,1,4,3,28,-5.166666666666667,"-5.097858662173625,-5.079176169698431,-5.119989202988652,-5.112839902351531"
2.8333333333333335,12,Human,3,0,3,30,-2.8333333333333335,"-2.7951491969851574,-2.9917063985250394,-3.005779227656692,-2.7980774813256493"
4.566666666666666,13,Human,0,6,5,31,-4.566666666666666,"-4.565647124487748,-4.6729365010799135,-4.719364025560223,-4.812945524358051"
4.316666666666666,14,Human,2,1,1,33,-4.316666666666666,"-4.07454203443829,-4.049623344355578,-4.064305046976745,-4.015401756788548"
5.016666666666667,15,Human,1,4,3,37,-5.016666666666667,"-5.026023995506959,-4.95080569450376,-5.231089703735814,-4.963939211272747"
0.8666666666666667,16,Human,0,7,6,39,-0.8666666666666667,"-0.8673624428643287,-1.050407967362611,-1.9828099562359145,-1.7689318636021725"
1.7,17,Human,0,8,7,55,-1.7,"-1.69229421001347,-1.8413539313493574,-1.759112963543949,-2.4700871133190496"
1.9,18,Human,0,9,8,56,-1.9,"-1.9110401877929037,-2.2914863789314124,-1.9407669544709805,-2.027528439451463"
4.116666666666666,19,Human,0,8,9,57,-4.116666666666666,"-4.086748871791538,-4.157984659201784,-4.177554225468446,-4.158037162338768"
4.616666666666666,20,Human,1,4,3,57,-4.616666666666666,"-4.626583995506959,-4.588784710529628,-4.679534328753876,-4.586019211272746"
2.783333333333333,21,Human,0,10,5,58,-2.783333333333333,"-2.7756849220765316,-2.9592442633842597,-2.9483995828424963,-2.907190793610461"
3.25,22,Human,0,11,4,60,-3.25,"-3.1285682966614226,-3.1229752285254775,-3.18297234895978,-3.104270277557153"
4.116666666666666,23,Human,0,7,9,61,-4.116666666666666,"-3.946538864459676,-4.010954012229423,-3.9429340461727276,-3.9051751264698833"
4.2,24,Human,0,12,10,69,-4.2,"-4.353310768990073,-4.431162754513158,-4.816280494425326,-4.429571895267671"
2.8333333333333335,25,Human,1,11,3,72,-2.8333333333333335,"-3.0028407475301133,-2.8346135253796825,-3.0853057565718864,-2.9147564857476467"
2.4833333333333334,26,Human,0,13,11,72,-2.4833333333333334,"-2.4189297511169983,-2.477549441662914,-2.444358652265514,-2.4977665635893525"
4.4,27,Human,1,11,3,73,-4.4,"-4.384121129402086,-4.354376596150337,-4.379184990313476,-4.400636324199832"
4.316666666666666,28,Human,1,11,3,75,-4.316666666666666,"-4.262339351587202,-4.239784200344104,-4.239135725584115,-4.2556744901545605"
3.933333333333333,29,Human,2,11,2,77,-3.933333333333333,"-4.237325097192225,-4.215878493399952,-3.93884243170244,-4.185331102577821"
4.433333333333334,30,Human,1,4,3,77,-4.433333333333334,"-4.433329159646288,-4.396361472189953,-4.481951244275677,-4.429030017613665"
4.416666666666667,31,Human,1,11,3,79,-4.416666666666667,"-4.507905218253868,-4.342807056344774,-4.651842925584115,-4.40697758989557"
1.4333333333333333,32,Human,1,0,12,80,-1.4333333333333333,"-1.5824550054556061,-1.4213998269445816,-1.7353931820616333,-1.713404386543426"
4.366666666666666,33,Human,1,4,3,81,-4.366666666666666,"-4.357196661050365,-4.309854134840634,-4.443551244275676,-4.412230017613666"
3.4166666666666665,34,Human,2,13,4,82,-3.4166666666666665,"-3.4694152671003606,-3.4475044227626253,-3.4074075556548467,-3.5103755025984476"
2.4166666666666665,35,Human,1,14,3,82,-2.4166666666666665,"-2.3078090684771904,-2.329372649188094,-2.325047169710415,-2.4998095825803324"
4.4,36,Human,1,11,3,82,-4.4,"-4.345587796068752,-4.337713331477547,-4.418076547364806,-4.340088654036129"
