travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
8.05,0,Human,0,0,0,5,-8.05,"-8.046858659437305,-8.062058988610056,-8.186570362714294,-8.251075539580144"
4.25,1,Human,2,1,1,5,-4.25,"-4.3054515597716225,-4.249503959942847,-4.245930299933146,-4.310747613004172"
0.6333333333333333,2,Human,0,2,2,11,-0.6333333333333333,"-0.6333333333337118,-1.310544909108352,-3.4010860355661343,-6.968603352067967"
3.1333333333333333,3,Human,3,0,3,11,-3.1333333333333333,"-3.143802312833808,-3.1968066741691903,-3.168361631226894,-3.1333336169024504"
3.0833333333333335,4,Human,0,3,3,11,-3.0833333333333335,"-3.08763039894716,-3.114573612552447,-3.1147452036573755,-3.1659062906602538"
5.45,5,Human,1,4,3,12,-5.45,"-5.470280232826317,-5.447034309840207,-5.451380522184152,-5.457061905136974"
2.55,6,Human,2,4,4,13,-2.55,"-2.549999148776404,-2.608908923052675,-2.5489982270478704,-2.6460978615056114"
5.283333333333333,7,Human,1,4,3,15,-5.283333333333333,"-5.319599315492984,-5.286919158869529,-5.332381600250189,-5.339360563629217"
5.433333333333334,8,Human,1,4,3,17,-5.433333333333334,"-5.675069328840292,-5.438876717788293,-5.6813234630031,-5.55866454460608"
2.4833333333333334,9,Human,0,5,2,25,-2.4833333333333334,"-2.483333333333333,-2.4861196862603734,-2.611374817835558,-2.543484582751748"
5.116666666666666,10,Human,1,4,3,26,-5.116666666666666,"-5.274498662173626,-5.183366634819289,-5.255245437069147,-5.264894301123188"
5.216666666666667,11,Human,1,4,3,28,-5.216666666666667,"-5.249296210457787,-5.160299104894968,-5.266793089912738,-5.206938588547892"
2.8833333333333333,12,Human,3,0,3,30,-2.8833333333333333,"-2.8829808073634657,-2.9917063985250394,-3.005779227656692,-2.87465523683138"
4.566666666666666,13,Human,0,6,5,31,-4.566666666666666,"-4.568013894696825,-4.6729365010799135,-4.719364025560223,-4.812945524358051"
4.25,14,Human,1,1,1,33,-4.25,"-4.264025750639257,-4.247773290514617,-4.262508304504153,-4.258490087595222"
5.0,15,Human,1,4,3,37,-5.0,"-5.026023995506959,-4.997289336282629,-5.231089703735814,-5.054484702351531"
0.85,16,Human,0,7,6,39,-0.85,"-0.850000465053912,-1.050407967362611,-1.9828099562359145,-1.7689318636021725"
1.7,17,Human,0,8,7,55,-1.7,"-1.7000028876505395,-1.8413539313493574,-1.759112963543949,-2.4700871133190496"
1.9,18,Human,0,9,8,56,-1.9,"-1.9000061473726202,-2.2914863789314124,-1.9407669544709805,-2.027528439451463"
4.116666666666666,19,Human,0,8,9,57,-4.116666666666666,"-4.116666947735854,-4.157984659201784,-4.177554225468446,-4.158037162338768"
4.633333333333334,20,Human,1,4,3,57,-4.633333333333334,"-4.721267196405567,-4.60765941748906,-4.679534328753876,-4.672148702351531"
2.783333333333333,21,Human,0,10,5,58,-2.783333333333333,"-2.7800693499013085,-2.9592442633842597,-2.9483995828424963,-2.907190793610461"
3.25,22,Human,1,11,4,60,-3.25,"-3.2578273697221687,-3.254085706694041,-3.509711212501158,-3.280433951216595"
4.1,23,Human,0,7,9,61,-4.1,"-4.101101087022522,-4.108763209783539,-4.107130530397962,-4.239312080940725"
4.166666666666667,24,Human,1,12,10,69,-4.166666666666667,"-4.522648615192058,-4.1828144329350465,-4.816280494425326,-4.447311862597107"
2.8333333333333335,25,Human,1,11,3,72,-2.8333333333333335,"-3.0028407475301133,-2.8337255218078248,-3.0853057565718864,-2.9147564857476467"
2.4,26,Human,0,13,11,72,-2.4,"-2.404091359676405,-2.477549441662914,-2.444358652265514,-2.4977665635893525"
4.4,27,Human,1,11,3,73,-4.4,"-4.470630236855002,-4.40139583947448,-4.480014658917447,-4.687175726026532"
4.316666666666666,28,Human,1,11,3,75,-4.316666666666666,"-4.380563851682476,-4.3239088355246125,-4.3777135310405,-4.364965007032253"
3.933333333333333,29,Human,2,11,2,77,-3.933333333333333,"-4.237325097192225,-4.215878493399952,-3.917903895532901,-4.3915982153955895"
4.466666666666667,30,Human,1,4,3,77,-4.466666666666667,"-4.699996661050363,-4.445145315413518,-4.481951244275677,-4.486557347424266"
4.45,31,Human,1,11,3,79,-4.45,"-4.507905218253868,-4.453281143432299,-4.651842925584115,-4.724465657533165"
1.4166666666666667,32,Human,1,0,12,80,-1.4166666666666667,"-1.5824550054556061,-1.4166666666669847,-1.7353931820616333,-1.713404386543426"
4.3,33,Human,1,4,3,81,-4.3,"-4.412423995506959,-4.373646724110212,-4.443551244275676,-4.412230017613666"
3.4,34,Human,2,13,4,82,-3.4,"-3.4694152671003606,-3.4475044227626253,-3.4014293809036147,-3.5103755025984476"
2.283333333333333,35,Human,0,14,3,82,-2.283333333333333,"-2.2916837731472666,-2.329372649188094,-2.325047169710415,-2.4998095825803324"
4.366666666666666,36,Human,1,11,3,82,-4.366666666666666,"-4.416470236855003,-4.377123832397271,-4.418076547364806,-4.412070923228904"
5.15,37,Human,1,0,2,82,-5.15,"-5.414607648959079,-5.126237773403033,-5.260357477285773,-5.171969497868153"
4.283333333333333,38,Human,1,4,3,83,-4.283333333333333,"-4.32258332771703,-4.2712868873186665,-4.412600995420542,-4.313219211272746"
4.35,39,Human,1,4,3,86,-4.35,"-4.4243958263129555,-4.333760324902795,-4.422617910942343,-4.387296684280332"
1.95,40,Human,3,0,3,88,-1.95,"-2.2320493994437283,-2.2557912476953743,-2.277780043213581,-1.9528717384491574"
4.316666666666666,41,Human,1,11,3,89,-4.316666666666666,"-4.591403570188335,-4.329235542806069,-4.380743214031473,-4.581030923228903"
4.3,42,Human,1,11,3,91,-4.3,"-4.310121129402085,-4.289082220233211,-4.363143214031473,-4.56449758989557"
6.533333333333333,43,Human,0,11,2,92,-6.533333333333333,"-6.532882243232657,-6.68835195395411,-6.53774109296762,-6.5434798715182865"
4.15,44,Human,1,4,3,93,-4.15,"-4.147329159646288,-4.113238606205928,-4.23328457760901,-4.301430017613666"
4.266666666666667,45,Human,1,11,3,94,-4.266666666666667,"-4.330787796068751,-4.274332875539752,-4.338209880698139,-4.54153758989557"
5.766666666666667,46,Human,3,11,13,96,-5.766666666666667,"-5.83499653831279,-5.845882771793997,-5.887433369157174,-5.813266919507269"
1.15,47,Human,0,15,1,101,-1.15,"-1.1499995349420185,-1.2982083892364769,-2.5921691175285866,-1.3116600672562104"
2.683333333333333,48,Human,2,4,4,101,-2.683333333333333,"-2.7270964681986465,-2.9609671384421405,-2.6972385328722233,-3.265544955871156"
5.283333333333333,49,Human,1,4,3,105,-5.283333333333333,"-5.376249810457787,-5.292176319616286,-5.304436247724254,-5.325383188140299"
