travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
6.766666666666667,487,AV,3,0,5,898,4.240257648953301,"0,0,0,0"
4.916666666666667,664,AV,2,4,12,1220,4.240257648953301,"0,0,0,0"
3.45,32,AV,2,0,12,80,4.240257648953301,"0,0,0,0"
3.933333333333333,357,AV,1,0,3,680,4.240257648953301,"0,0,0,0"
5.183333333333334,546,AV,3,11,5,1002,4.240257648953301,"0,0,0,0"
6.383333333333334,108,AV,1,4,20,213,4.240257648953301,"0,0,0,0"
5.216666666666667,261,AV,3,11,2,453,4.240257648953301,"0,0,0,0"
4.466666666666667,869,AV,0,17,5,1501,4.240257648953301,"0,0,0,0"
6.666666666666667,234,AV,2,4,20,402,4.240257648953301,"0,0,0,0"
4.683333333333334,132,AV,3,11,3,248,4.240257648953301,"0,0,0,0"
6.816666666666666,985,AV,2,16,10,1684,4.240257648953301,"0,0,0,0"
5.916666666666667,928,AV,1,16,9,1596,4.240257648953301,"0,0,0,0"
4.1,805,AV,0,7,9,1419,4.240257648953301,"0,0,0,0"
3.9,376,AV,0,7,9,707,4.240257648953301,"0,0,0,0"
6.8,533,AV,3,0,2,974,4.240257648953301,"0,0,0,0"
3.7,617,AV,2,4,85,1126,4.240257648953301,"0,0,0,0"
3.8,113,AV,0,7,4,225,4.240257648953301,"0,0,0,0"
4.8,470,AV,3,1,1,876,4.240257648953301,"0,0,0,0"
3.0833333333333335,525,AV,3,1,75,959,4.240257648953301,"0,0,0,0"
3.6166666666666667,230,AV,1,4,4,398,4.240257648953301,"0,0,0,0"
2.05,988,AV,0,124,10,1690,4.240257648953301,"0,0,0,0"
7.366666666666666,644,AV,1,11,2,1175,4.240257648953301,"0,0,0,0"
5.65,45,AV,3,11,3,94,4.240257648953301,"0,0,0,0"
1.3,762,AV,0,8,2,1378,4.240257648953301,"0,0,0,0"
5.45,822,AV,1,11,20,1436,4.240257648953301,"0,0,0,0"
4.116666666666666,953,AV,1,118,10,1622,4.240257648953301,"0,0,0,0"
8.1,909,AV,0,4,3,1566,4.240257648953301,"0,0,0,0"
5.983333333333333,692,AV,2,0,2,1258,4.240257648953301,"0,0,0,0"
4.583333333333333,548,AV,3,83,1,1003,4.240257648953301,"0,0,0,0"
4.666666666666667,316,AV,0,0,2,565,4.240257648953301,"0,0,0,0"
3.033333333333333,481,AV,0,0,4,895,4.240257648953301,"0,0,0,0"
3.1666666666666665,679,AV,3,0,12,1241,4.240257648953301,"0,0,0,0"
5.316666666666666,1019,AV,0,4,3,1757,4.240257648953301,"0,0,0,0"
4.25,31,AV,1,11,3,79,4.240257648953301,"0,0,0,0"
5.05,65,AV,3,7,9,139,4.240257648953301,"0,0,0,0"
6.5,506,AV,1,0,5,920,4.240257648953301,"0,0,0,0"
3.9833333333333334,897,AV,0,24,1,1549,4.240257648953301,"0,0,0,0"
5.483333333333333,424,AV,0,0,5,796,4.240257648953301,"0,0,0,0"
5.766666666666667,450,AV,0,17,5,851,4.240257648953301,"0,0,0,0"
4.333333333333333,730,AV,2,7,9,1320,4.240257648953301,"0,0,0,0"
5.216666666666667,116,AV,1,7,9,228,4.240257648953301,"0,0,0,0"
7.416666666666667,522,AV,0,1,10,955,4.240257648953301,"0,0,0,0"
6.283333333333333,760,AV,1,8,9,1376,4.240257648953301,"0,0,0,0"
3.0833333333333335,971,AV,3,8,98,1662,4.240257648953301,"0,0,0,0"
3.1666666666666665,471,AV,0,4,4,877,4.240257648953301,"0,0,0,0"
2.6166666666666667,79,AV,3,4,18,160,4.240257648953301,"0,0,0,0"
