travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
8.033333333333333,0,Human,0,0,0,5,-8.033333333333333,"-7.829835566637539,-7.81658065519989,-7.8382129533928655,-7.909677757808513"
4.233333333333333,1,Human,1,1,1,5,-4.233333333333333,"-4.017893062143159,-4.010916784355579,-3.971636444720931,-4.014949764982106"
0.65,2,Human,0,2,2,11,-0.65,"-0.6424451632344726,-1.310544909108352,-3.4010860355661343,-6.968603352067967"
3.5833333333333335,3,Human,2,0,3,11,-3.5833333333333335,"-2.9511684487900447,-3.012718761722692,-3.0529520390336167,-2.952465598827205"
3.1,4,Human,0,3,3,11,-3.1,"-2.986076287211302,-3.001380753683165,-2.973759449033304,-2.9581869124899787"
5.416666666666667,5,Human,1,4,3,12,-5.416666666666667,"-5.1105973297389,-5.1393846562454275,-5.086067837069147,-5.145114375214558"
2.55,6,Human,2,4,4,13,-2.55,"-2.4511968336685657,-2.608908923052675,-2.4600608533287587,-2.6460978615056114"
5.3,7,Human,1,4,3,15,-5.3,"-4.991498663072233,-5.031157875402762,-4.965345703735814,-5.033550855214558"
5.366666666666666,8,Human,1,4,3,17,-5.366666666666666,"-5.343836661050364,-5.295760792121927,-5.359987662087208,-5.365331211272746"
2.5,9,Human,1,5,2,25,-2.5,"-2.393047757146242,-2.411241722145242,-2.4767185222944472,-2.400189061773018"
5.116666666666666,10,Human,1,4,3,26,-5.116666666666666,"-5.017831995506959,-5.029929102795883,-5.101320995420542,-5.017360435684863"
5.5,11,Human,0,4,3,28,-5.5,"-5.087858662173625,-5.013245123108914,-5.027486503735814,-5.249549877939413"
2.85,12,Human,3,0,3,30,-2.85,"-2.7488789536226417,-2.9917063985250394,-3.005779227656692,-2.7599325807141577"
4.583333333333333,13,Human,0,6,5,31,-4.583333333333333,"-4.560087654856978,-4.6729365010799135,-4.719364025560223,-4.812945524358051"
4.283333333333333,14,Human,1,1,1,33,-4.283333333333333,"-3.9806775430478614,-3.9876625137778063,-3.92651830256783,-3.951752195985685"
4.983333333333333,15,Human,1,4,3,37,-4.983333333333333,"-4.915863327717031,-4.894215288744323,-5.120528796336433,-4.947939211272746"
0.8666666666666667,16,Human,0,7,6,39,-0.8666666666666667,"-0.8704176112802993,-1.050407967362611,-1.9828099562359145,-1.7689318636021725"
1.7,17,Human,0,8,7,55,-1.7,"-1.701298899373788,-1.8413539313493574,-1.759112963543949,-2.4700871133190496"
1.9,18,Human,0,9,8,56,-1.9,"-1.9123389585151265,-2.2914863789314124,-1.9407669544709805,-2.027528439451463"
4.116666666666666,19,Human,0,8,9,57,-4.116666666666666,"-4.051058806884512,-4.070814157335563,-4.1742208921351125,-4.064213119590127"
4.616666666666666,20,Human,1,4,3,57,-4.616666666666666,"-4.589250662173625,-4.5473426891976745,-4.6595343287538755,-4.586019211272746"
2.783333333333333,21,Human,0,10,5,58,-2.783333333333333,"-2.7606589011938416,-2.9592442633842597,-2.9483995828424963,-2.907190793610461"
3.2666666666666666,22,Human,0,11,4,60,-3.2666666666666666,"-3.0602629635334724,-3.0446904612377246,-3.18297234895978,-3.0345045136131072"
4.1,23,Human,2,7,9,61,-4.1,"-3.8555419757182436,-3.881525848620111,-3.8593844471448873,-3.9018417931365503"
4.2,24,Human,3,12,10,69,-4.2,"-4.394971794570924,-4.427596870277193,-4.349517284698324,-4.248053259930835"
2.8333333333333335,25,Human,1,11,3,72,-2.8333333333333335,"-3.0028407475301133,-2.8330735027456098,-3.0853057565718864,-2.9147564857476467"
2.4,26,Human,0,13,11,72,-2.4,"-2.3941980523183117,-2.477549441662914,-2.444358652265514,-2.4744332302560195"
4.366666666666666,27,Human,1,11,3,73,-4.366666666666666,"-4.387454462735419,-4.324156403361823,-4.38251832364681,-4.31579540524979"
4.616666666666666,28,Human,2,11,3,75,-4.616666666666666,"-4.163757522817335,-4.158923932963743,-4.239135725584115,-4.206593112693199"
3.9166666666666665,29,Human,2,11,2,77,-3.9166666666666665,"-4.243991763858892,-4.218545160066618,-3.98678430898775,-4.185331102577821"
4.433333333333334,30,Human,1,4,3,77,-4.433333333333334,"-4.433329159646288,-4.37352617991302,-4.481951244275677,-4.429030017613665"
4.766666666666667,31,Human,2,11,3,79,-4.766666666666667,"-4.265238551587202,-4.227172852404229,-4.3198036569801435,-4.40697758989557"
1.4166666666666667,32,Human,1,0,12,80,-1.4166666666666667,"-1.5824550054556061,-1.4144281828142737,-1.7353931820616333,-1.713404386543426"
4.333333333333333,33,Human,1,4,3,81,-4.333333333333333,"-4.363863327717031,-4.286682066318669,-4.450217910942343,-4.415563350946999"
3.4166666666666665,34,Human,2,13,4,82,-3.4166666666666665,"-3.4694152671003606,-3.4475044227626253,-3.399395768599538,-3.5103755025984476"
2.433333333333333,35,Human,2,14,3,82,-2.433333333333333,"-2.298064586869512,-2.2924824781517845,-2.3204756288046857,-2.4998095825803324"
4.383333333333334,36,Human,1,11,3,82,-4.383333333333334,"-4.3422544627354185,-4.320225017422001,-4.418076547364806,-4.340088654036129"
5.133333333333334,37,Human,1,0,2,82,-5.133333333333334,"-5.114491118165225,-4.975854162733215,-5.085280179940548,-4.945969497868153"
4.25,38,Human,1,4,3,83,-4.25,"-4.232395826312954,-4.2118458588620555,-4.405934328753875,-4.238363350946998"
4.266666666666667,39,Human,1,4,3,86,-4.266666666666667,"-4.417729159646289,-4.2335615211253135,-4.422617910942343,-4.387296684280332"
1.9166666666666667,40,Human,3,0,3,88,-1.9166666666666667,"-1.9567284159713267,-2.2557912476953743,-2.277780043213581,-1.9115577122670389"
4.283333333333333,41,Human,1,11,3,89,-4.283333333333333,"-4.320921129402085,-4.234431967802602,-4.380743214031473,-4.284621987369462"
4.216666666666667,42,Human,1,11,3,91,-4.216666666666667,"-4.313454462735419,-4.196428573106253,-4.363143214031473,-4.280621987369462"
6.533333333333333,43,Human,0,11,2,92,-6.533333333333333,"-6.0402561683812825,-6.025947826733286,-5.961782537891049,-5.997719802359367"
4.116666666666666,44,Human,1,4,3,93,-4.116666666666666,"-4.147329159646288,-4.04481364155111,-4.226617910942343,-4.2814300176136655"
4.2,45,Human,1,11,3,94,-4.2,"-4.330787796068751,-4.1570619949234064,-4.331543214031473,-4.272755320702795"
5.75,46,Human,0,11,13,96,-5.75,"-5.378698198110514,-5.325762039573152,-5.403438247008661,-5.30130466213437"
1.15,47,Human,0,15,1,101,-1.15,"-1.135160052918188,-1.2982083892364769,-2.5921691175285866,-1.3116600672562104"
2.716666666666667,48,Human,2,4,4,101,-2.716666666666667,"-2.7270964681986465,-2.6637089230526754,-2.651811924000839,-2.669431194838945"
5.483333333333333,49,Human,3,4,3,105,-5.483333333333333,"-5.0371455964055665,-4.979076582440118,-5.03238997040248,-5.077739670838313"
0.9666666666666667,50,Human,0,16,5,106,-0.9666666666666667,"-0.9576276935183371,-1.694644092338159,-1.0860939048045422,-1.2390377173187488"
5.416666666666667,51,Human,3,4,3,109,-5.416666666666667,"-5.036221328840292,-4.9698867517760945,-5.004163837069147,-5.020145302838314"
1.6833333333333333,52,Human,0,0,12,112,-1.6833333333333333,"-1.6824386251722065,-1.7288926843768466,-1.7353931820616333,-1.713404386543426"
4.966666666666667,53,Human,1,17,5,119,-4.966666666666667,"-4.609575599070265,-4.652495218341684,-4.574497236318033,-4.582379849110076"
5.733333333333333,54,Human,2,7,10,125,-5.733333333333333,"-4.451306789764668,-4.554811252077049,-4.702717656377834,-4.460060501636939"
4.35,55,Human,0,18,2,127,-4.35,"-4.194784745064565,-4.209466445054717,-4.2799335715809725,-4.209316664853414"
3.75,56,Human,1,7,4,128,-3.75,"-3.379054052463734,-3.429081230147549,-3.425516662034168,-3.415763345157869"
4.383333333333334,57,Human,3,1,1,129,-4.383333333333334,"-4.524191728809826,-4.596626877777822,-4.560567344876454,-4.410442568971204"
4.116666666666666,58,Human,0,7,10,131,-4.116666666666666,"-4.109735679129836,-4.128280310046318,-4.294403004757031,-4.389287168303605"
3.95,59,Human,2,1,1,132,-3.95,"-4.318395462143159,-4.421081277777822,-4.226435584027784,-4.4352887516487725"
4.866666666666666,60,Human,1,4,3,133,-4.866666666666666,"-4.834183995506958,-4.789476253995321,-4.777684577609009,-5.124313095214559"
5.166666666666667,61,Human,2,1,1,134,-5.166666666666667,"-4.65448746304786,-4.559733011111155,-4.652387315901164,-4.597042982390839"
0.6666666666666666,62,Human,0,16,5,135,-0.6666666666666666,"-0.6561992653296879,-1.694644092338159,-1.0860939048045422,-1.2390377173187488"
4.333333333333333,63,Human,0,7,10,136,-4.333333333333333,"-4.263250242744849,-4.251313265096311,-4.251026403805626,-4.3497938349702725"
5.166666666666667,64,Human,1,1,1,136,-5.166666666666667,"-4.406274129714527,-4.358943793777806,-4.356516382567831,-4.420023726652351"
4.416666666666667,65,Human,0,7,9,139,-4.416666666666667,"-4.067134111398244,-3.9842150255627558,-4.01243964693111,-4.047511126469883"
2.8333333333333335,66,Human,0,19,12,140,-2.8333333333333335,"-2.797136398948388,-2.8042584302259423,-2.8451787522470475,-2.9565828946409383"
2.8333333333333335,67,Human,1,20,3,141,-2.8333333333333335,"-2.809167981467576,-2.8134311252159354,-2.85123272635188,-2.9369418206447446"
3.6666666666666665,68,Human,2,7,4,141,-3.6666666666666665,"-3.248278585797067,-3.29733147014755,-3.3202287687008347,-3.2609886891578688"
