travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
8.033333333333333,0,Human,0,0,0,5,-8.033333333333333,"-8.037450396935592,-8.07571131671672,-8.18923702938096,-8.254408872913476"
4.25,1,Human,1,1,1,5,-4.25,"-4.250251559771622,-4.232073741742635,-4.236228673740344,-4.31794227967084"
0.6333333333333333,2,Human,0,2,2,11,-0.6333333333333333,"-0.6337129011760143,-1.310544909108352,-3.4010860355661343,-6.968603352067967"
3.1,3,Human,3,0,3,11,-3.1,"-3.141164790702916,-3.1980066741691897,-3.167161631226894,-3.130662670547595"
3.1333333333333333,4,Human,0,3,3,11,-3.1333333333333333,"-3.1061098872434085,-3.1108989458857805,-3.1215772036573752,-3.16017295732692"
5.45,5,Human,1,4,3,12,-5.45,"-5.464433215675511,-5.442545313204865,-5.461440042184152,-5.44594194780364"
2.55,6,Human,2,4,4,13,-2.55,"-2.5496674164431194,-2.608908923052675,-2.549695551477461,-2.6460978615056114"
5.3,7,Human,1,4,3,15,-5.3,"-5.3048206488263165,-5.290645617932379,-5.317956853583523,-5.326263347629217"
5.433333333333334,8,Human,1,4,3,17,-5.433333333333334,"-5.663069328840291,-5.4315689440178065,-5.658790129669767,-5.59066454460608"
2.4833333333333334,9,Human,0,5,2,25,-2.4833333333333334,"-2.4833491630406743,-2.48708148474479,-2.6080414845022246,-2.543484582751748"
5.25,10,Human,1,4,3,26,-5.25,"-5.2477433150328965,-5.182873766131843,-5.24497877040248,-5.2438937690181975"
5.133333333333334,11,Human,1,4,3,28,-5.133333333333334,"-5.255136210457787,-5.167479311314606,-5.2189246957242545,-5.240853270838314"
2.8833333333333333,12,Human,0,0,3,30,-2.8833333333333333,"-2.8821525547485987,-2.9917063985250394,-3.002445894323359,-2.881937127365506"
4.566666666666666,13,Human,0,6,5,31,-4.566666666666666,"-4.567169988369372,-4.6729365010799135,-4.719364025560223,-4.819612191024718"
4.4,14,Human,0,1,1,33,-4.4,"-4.2900762942172985,-4.264506197546715,-4.2667715990356,-4.262938052912632"
4.966666666666667,15,Human,1,4,3,37,-4.966666666666667,"-5.139196661050365,-4.996724432500855,-5.02735637040248,-5.048707761881226"
0.8666666666666667,16,Human,0,7,6,39,-0.8666666666666667,"-0.8563939034980366,-1.050407967362611,-1.9828099562359145,-1.7689318636021725"
1.6833333333333333,17,Human,0,8,7,55,-1.6833333333333333,"-1.690104226642226,-1.8413539313493574,-1.759112963543949,-2.4700871133190496"
1.9166666666666667,18,Human,0,9,8,56,-1.9166666666666667,"-1.9146696202142663,-2.2914863789314124,-1.9407669544709805,-2.027528439451463"
4.116666666666666,19,Human,0,8,9,57,-4.116666666666666,"-4.118142015751603,-4.209187727361427,-4.176942781835557,-4.158037162338768"
4.583333333333333,20,Human,1,4,3,57,-4.583333333333333,"-4.861917328840292,-4.6051996571684795,-4.666200995420542,-4.655482035684864"
2.783333333333333,21,Human,0,10,5,58,-2.783333333333333,"-2.78204513303242,-2.9592442633842597,-2.9483995828424963,-2.907190793610461"
3.25,22,Human,1,11,4,60,-3.25,"-3.2548388595876183,-3.253492927712037,-3.509711212501158,-3.2689308016874103"
4.1,23,Human,2,7,9,61,-4.1,"-4.105731412632733,-4.125803209783538,-4.101348940330434,-4.237178747607392"
4.2,24,Human,3,12,10,69,-4.2,"-4.549977435656739,-4.544610829555088,-4.819613827758659,-4.20351213836818"
2.8333333333333335,25,Human,1,11,3,72,-2.8333333333333335,"-3.0028407475301133,-2.8336600209279035,-3.0853057565718864,-2.9147564857476467"
2.4,26,Human,0,13,11,72,-2.4,"-2.403876921227929,-2.477549441662914,-2.441025318932181,-2.470433230256019"
4.416666666666667,27,Human,1,11,3,73,-4.416666666666667,"-4.467296903521669,-4.4043932809104165,-4.479347992250782,-4.503128738583123"
4.333333333333333,28,Human,1,11,3,75,-4.333333333333333,"-4.332298147936428,-4.325851341452395,-4.376918864373835,-4.369911140365585"
3.9166666666666665,29,Human,2,11,2,77,-3.9166666666666665,"-4.237325097192225,-4.209211826733286,-3.920679212218414,-4.382264882062257"
4.416666666666667,30,Human,1,4,3,77,-4.416666666666667,"-4.520663327717031,-4.435399851796087,-4.481951244275677,-4.4932240140909325"
4.45,31,Human,1,11,3,79,-4.45,"-4.494838551587201,-4.448732639079305,-4.492807673800626,-4.460198990866498"
1.4166666666666667,32,Human,1,0,12,80,-1.4166666666666667,"-1.5824550054556061,-1.417041677714017,-1.7353931820616333,-1.713404386543426"
4.4,33,Human,1,4,3,81,-4.4,"-4.4172239955069585,-4.387700748079066,-4.45688457760901,-4.3988966842803325"
3.433333333333333,34,Human,2,13,4,82,-3.433333333333333,"-3.4694152671003606,-3.4475044227626253,-3.413703379752536,-3.507042169265114"
2.316666666666667,35,Human,0,14,3,82,-2.316666666666667,"-2.300074009399456,-2.3308261193504753,-2.343653228614666,-2.4998095825803324"
4.366666666666666,36,Human,1,11,3,82,-4.366666666666666,"-4.413803570188335,-4.383767627050521,-4.411409880698139,-4.429656738583123"
5.1,37,Human,1,0,2,82,-5.1,"-5.242207648959079,-5.110294519359986,-5.267957477285772,-5.3351374978681525"
4.25,38,Human,1,4,3,83,-4.25,"-4.310583327717031,-4.269271865975217,-4.34875797040248,-4.290690680757599"
4.35,39,Human,1,4,3,86,-4.35,"-4.417729159646289,-4.333424850063972,-4.4292845776090095,-4.387296684280332"
1.95,40,Human,3,0,3,88,-1.95,"-1.9567284159713267,-2.2557912476953743,-2.277780043213581,-1.9521264929019866"
4.333333333333333,41,Human,1,11,3,89,-4.333333333333333,"-4.5847369035216685,-4.331239723104534,-4.3740765473648064,-4.561030923228904"
4.283333333333333,42,Human,1,11,3,91,-4.283333333333333,"-4.313454462735419,-4.285955425945489,-4.34980988069814,-4.577830923228903"
6.533333333333333,43,Human,2,11,2,92,-6.533333333333333,"-6.5343518748018035,-6.68835195395411,-6.5324850501803455,-6.541948756864901"
4.116666666666666,44,Human,1,4,3,93,-4.116666666666666,"-4.147329159646288,-4.114530028013869,-4.226617910942343,-4.345144014090933"
4.266666666666667,45,Human,1,11,3,94,-4.266666666666667,"-4.334121129402085,-4.2701822591905705,-4.3248765473648065,-4.54553758989557"
5.766666666666667,46,Human,0,11,13,96,-5.766666666666667,"-5.7844141110699985,-5.844427625127333,-5.837281132246464,-5.8143765472865665"
1.1333333333333333,47,Human,0,15,1,101,-1.1333333333333333,"-1.1432848435503167,-1.2982083892364769,-2.5921691175285866,-1.3116600672562104"
2.683333333333333,48,Human,2,4,4,101,-2.683333333333333,"-2.704937370967867,-2.9583004717754737,-2.698250818878825,-3.2688782892044896"
5.283333333333333,49,Human,1,4,3,105,-5.283333333333333,"-5.334031143791121,-5.293199578632088,-5.304644247724254,-5.315785320108707"
0.95,50,Human,0,16,5,106,-0.95,"-0.9510979681159542,-1.694644092338159,-1.0860939048045422,-1.2390377173187488"
5.283333333333333,51,Human,1,4,3,109,-5.283333333333333,"-5.273238602959651,-5.253171146295041,-5.28576225433019,-5.27531993283406"
1.6666666666666667,52,Human,0,0,12,112,-1.6666666666666667,"-1.675329528202766,-1.7288926843768466,-1.7353931820616333,-1.713404386543426"
4.95,53,Human,1,17,5,119,-4.95,"-4.955055224147734,-4.95247604111399,-4.953922558049059,-4.954746766135236"
4.683333333333334,54,Human,0,7,10,125,-4.683333333333334,"-4.6734996134468,-4.851870334994972,-4.87749396674848,-4.718715067976218"
4.383333333333334,55,Human,0,18,2,127,-4.383333333333334,"-4.374691629346247,-4.56487982271044,-4.463946857264778,-4.409053331882732"
3.7666666666666666,56,Human,3,7,4,128,-3.7666666666666666,"-3.7681602418900715,-3.7631517233767955,-3.766135017737704,-3.760675375745174"
5.35,57,Human,0,1,1,129,-5.35,"-5.001637785453839,-4.936021441422245,-4.979514304461397,-4.9250403474735664"
4.116666666666666,58,Human,0,7,10,131,-4.116666666666666,"-4.117654047365386,-4.231290914703721,-4.404189070472292,-4.389287168303605"
3.95,59,Human,2,1,1,132,-3.95,"-4.493595462143158,-4.468684386463587,-4.172627820385744,-4.455098454008671"
4.933333333333334,60,Human,1,4,3,133,-4.933333333333334,"-5.1667605297389,-4.9126778542036735,-5.122147662087207,-4.946191369018198"
5.183333333333334,61,Human,3,1,1,134,-5.183333333333334,"-5.191002746811528,-5.188350693159223,-5.205371115359576,-5.185949893219375"
0.6666666666666666,62,Human,0,16,5,135,-0.6666666666666666,"-0.66245861542465,-1.694644092338159,-1.0860939048045422,-1.2390377173187488"
4.333333333333333,63,Human,0,7,10,136,-4.333333333333333,"-4.337413436005939,-4.570040489661639,-4.545616898435601,-4.584368401309551"
5.266666666666667,64,Human,0,1,1,136,-5.266666666666667,"-4.4273672593254725,-4.746386646198057,-4.7440084700674054,-4.708548523549443"
